batch_date|location_iso|location|new_cases|new_deaths|new_recovered|new_active_cases|total_cases|total_death|total_recovered
3/1/2020|ID-JK|DKI Jakarta|2|0|0|2|39|20|75
3/2/2020|ID-JK|DKI Jakarta|2|0|0|2|41|20|75
3/2/2020|IDN|Indonesia|2|0|0|2|2|0|0
3/2/2020|ID-RI|Riau|1|0|0|1|1|0|1
3/3/2020|ID-JK|DKI Jakarta|2|0|0|2|43|20|75
3/3/2020|IDN|Indonesia|0|0|0|0|2|0|0
3/3/2020|ID-JB|Jawa Barat|1|1|0|0|1|1|60
3/3/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/4/2020|ID-JK|DKI Jakarta|2|0|0|2|45|20|75
3/4/2020|IDN|Indonesia|0|0|0|0|2|0|0
3/4/2020|ID-JB|Jawa Barat|1|0|0|1|2|1|60
3/4/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/5/2020|ID-JK|DKI Jakarta|0|1|0|-1|45|21|75
3/5/2020|IDN|Indonesia|0|0|0|0|2|0|0
3/5/2020|ID-JB|Jawa Barat|1|0|0|1|3|1|60
3/5/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/6/2020|ID-BT|Banten|1|0|1|0|1|5|111
3/6/2020|ID-JK|DKI Jakarta|0|0|0|0|45|21|75
3/6/2020|IDN|Indonesia|2|0|0|2|4|0|0
3/6/2020|ID-JB|Jawa Barat|1|0|0|1|4|1|60
3/6/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/7/2020|ID-BT|Banten|0|0|0|0|1|5|111
3/7/2020|ID-JK|DKI Jakarta|0|2|0|-2|45|23|75
3/7/2020|IDN|Indonesia|0|0|0|0|4|0|0
3/7/2020|ID-JB|Jawa Barat|0|0|0|0|4|1|60
3/7/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/8/2020|ID-BT|Banten|1|0|3|-2|2|5|114
3/8/2020|ID-JK|DKI Jakarta|0|0|0|0|45|23|75
3/8/2020|IDN|Indonesia|2|0|0|2|6|0|0
3/8/2020|ID-JB|Jawa Barat|0|0|0|0|4|1|60
3/8/2020|ID-JT|Jawa Tengah|1|1|0|0|1|10|11
3/8/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/9/2020|ID-BT|Banten|0|0|0|0|2|5|114
3/9/2020|ID-JK|DKI Jakarta|0|1|0|-1|45|24|75
3/9/2020|IDN|Indonesia|13|0|0|13|19|0|0
3/9/2020|ID-JB|Jawa Barat|0|0|0|0|4|1|60
3/9/2020|ID-JT|Jawa Tengah|0|0|0|0|1|10|11
3/9/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/10/2020|ID-BT|Banten|0|0|8|-8|2|5|122
3/10/2020|ID-JK|DKI Jakarta|0|0|0|0|45|24|75
3/10/2020|IDN|Indonesia|8|0|2|6|27|0|2
3/10/2020|ID-JB|Jawa Barat|0|0|0|0|4|1|60
3/10/2020|ID-JT|Jawa Tengah|0|0|0|0|1|10|11
3/10/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/10/2020|ID-SG|Sulawesi Tenggara|1|0|0|1|1|0|0
3/11/2020|ID-BA|Bali|1|1|0|0|1|1|3
3/11/2020|ID-BT|Banten|0|0|8|-8|2|5|130
3/11/2020|ID-JK|DKI Jakarta|0|0|0|0|45|24|75
3/11/2020|IDN|Indonesia|7|1|0|6|34|1|2
3/11/2020|ID-JB|Jawa Barat|0|1|0|-1|4|2|60
3/11/2020|ID-JT|Jawa Tengah|2|1|1|0|3|11|12
3/11/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/11/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|1|0|0
3/12/2020|ID-BA|Bali|0|0|0|0|1|1|3
3/12/2020|ID-BT|Banten|0|1|2|-3|2|6|132
3/12/2020|ID-JK|DKI Jakarta|2|1|4|-3|47|25|79
3/12/2020|IDN|Indonesia|0|0|0|0|34|1|2
3/12/2020|ID-JB|Jawa Barat|1|0|0|1|5|2|60
3/12/2020|ID-JT|Jawa Tengah|0|0|0|0|3|11|12
3/12/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/12/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|1|0|0
3/13/2020|ID-BA|Bali|0|0|0|0|1|1|3
3/13/2020|ID-BT|Banten|1|1|0|0|3|7|132
3/13/2020|ID-JK|DKI Jakarta|4|1|3|0|51|26|82
3/13/2020|IDN|Indonesia|35|3|0|32|69|4|2
3/13/2020|ID-JB|Jawa Barat|4|0|1|3|9|2|61
3/13/2020|ID-JT|Jawa Tengah|0|0|0|0|3|11|12
3/13/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/13/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|1|0|0
3/14/2020|ID-BA|Bali|0|0|0|0|1|1|3
3/14/2020|ID-BT|Banten|1|0|2|-1|4|7|134
3/14/2020|ID-JK|DKI Jakarta|2|1|1|0|53|27|83
3/14/2020|IDN|Indonesia|27|1|6|20|96|5|8
3/14/2020|ID-JB|Jawa Barat|0|0|0|0|9|2|61
3/14/2020|ID-JT|Jawa Tengah|2|0|1|1|5|11|13
3/14/2020|ID-KI|Kalimantan Timur|3|0|0|3|3|0|3
3/14/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/14/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|1|0|0
3/15/2020|ID-BA|Bali|0|0|0|0|1|1|3
3/15/2020|ID-BT|Banten|1|0|5|-4|5|7|139
3/15/2020|ID-JK|DKI Jakarta|8|3|0|5|61|30|83
3/15/2020|IDN|Indonesia|21|0|0|21|117|5|8
3/15/2020|ID-JB|Jawa Barat|0|0|2|-2|9|2|63
3/15/2020|ID-JT|Jawa Tengah|1|0|1|0|6|11|14
3/15/2020|ID-KI|Kalimantan Timur|2|0|0|2|5|0|3
3/15/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/15/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|1|0|0
3/16/2020|ID-BA|Bali|0|0|0|0|1|1|3
3/16/2020|ID-BT|Banten|1|0|4|-3|6|7|143
3/16/2020|ID-JK|DKI Jakarta|2|3|0|-1|63|33|83
3/16/2020|ID-YO|Daerah Istimewa Yogyakarta|1|0|0|1|1|0|2
3/16/2020|IDN|Indonesia|17|0|0|17|134|5|8
3/16/2020|ID-JB|Jawa Barat|0|0|2|-2|9|2|65
3/16/2020|ID-JT|Jawa Tengah|1|0|0|1|7|11|14
3/16/2020|ID-KI|Kalimantan Timur|1|0|0|1|6|0|3
3/16/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/16/2020|ID-SG|Sulawesi Tenggara|2|0|0|2|3|0|0
3/17/2020|ID-BA|Bali|0|0|0|0|1|1|3
3/17/2020|ID-BT|Banten|0|1|3|-4|6|8|146
3/17/2020|ID-JK|DKI Jakarta|2|1|0|1|65|34|83
3/17/2020|ID-YO|Daerah Istimewa Yogyakarta|0|0|0|0|1|0|2
3/17/2020|IDN|Indonesia|38|0|1|37|172|5|9
3/17/2020|ID-JB|Jawa Barat|11|0|0|11|20|2|65
3/17/2020|ID-JT|Jawa Tengah|1|0|1|0|8|11|15
3/17/2020|ID-KI|Kalimantan Timur|1|0|0|1|7|0|3
3/17/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/17/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/17/2020|ID-SU|Sumatera Utara|1|1|0|0|1|1|10
3/18/2020|ID-BA|Bali|0|0|0|0|1|1|3
3/18/2020|ID-BT|Banten|0|1|1|-2|6|9|147
3/18/2020|ID-JK|DKI Jakarta|1|1|0|0|66|35|83
3/18/2020|ID-YO|Daerah Istimewa Yogyakarta|0|0|0|0|1|0|2
3/18/2020|IDN|Indonesia|55|14|2|39|227|19|11
3/18/2020|ID-JB|Jawa Barat|4|1|2|1|24|3|67
3/18/2020|ID-JT|Jawa Tengah|3|1|0|2|11|12|15
3/18/2020|ID-JI|Jawa Timur|7|1|0|6|18|33|337
3/18/2020|ID-KI|Kalimantan Timur|0|0|0|0|7|0|3
3/18/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/18/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/18/2020|ID-SU|Sumatera Utara|0|0|0|0|1|1|10
3/19/2020|ID-BA|Bali|1|1|0|0|2|2|3
3/19/2020|ID-BT|Banten|0|1|3|-4|6|10|150
3/19/2020|ID-JK|DKI Jakarta|2|0|1|1|68|35|84
3/19/2020|ID-YO|Daerah Istimewa Yogyakarta|0|0|0|0|1|0|2
3/19/2020|IDN|Indonesia|82|6|4|72|309|25|15
3/19/2020|ID-JB|Jawa Barat|5|1|1|3|29|4|68
3/19/2020|ID-JT|Jawa Tengah|2|0|0|2|13|12|15
3/19/2020|ID-JI|Jawa Timur|3|0|0|3|21|33|337
3/19/2020|ID-KI|Kalimantan Timur|0|0|0|0|7|0|3
3/19/2020|ID-KR|Kepulauan Riau|1|1|0|0|1|1|0
3/19/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/19/2020|ID-SN|Sulawesi Selatan|2|0|0|2|2|0|5
3/19/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/19/2020|ID-SU|Sumatera Utara|0|0|0|0|1|1|10
3/20/2020|ID-BA|Bali|0|0|0|0|2|2|3
3/20/2020|ID-BT|Banten|0|3|3|-6|6|13|153
3/20/2020|ID-JK|DKI Jakarta|5|3|1|1|73|38|85
3/20/2020|ID-YO|Daerah Istimewa Yogyakarta|1|0|1|0|2|0|3
3/20/2020|IDN|Indonesia|60|7|2|51|369|32|17
3/20/2020|ID-JA|Jambi|1|0|0|1|1|0|4
3/20/2020|ID-JB|Jawa Barat|16|4|0|12|45|8|68
3/20/2020|ID-JT|Jawa Tengah|4|0|1|3|17|12|16
3/20/2020|ID-JI|Jawa Timur|9|0|0|9|30|33|337
3/20/2020|ID-KI|Kalimantan Timur|0|0|0|0|7|0|3
3/20/2020|ID-KR|Kepulauan Riau|0|0|0|0|1|1|0
3/20/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/20/2020|ID-SN|Sulawesi Selatan|0|0|0|0|2|0|5
3/20/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/20/2020|ID-SU|Sumatera Utara|0|0|0|0|1|1|10
3/21/2020|ID-BA|Bali|0|0|0|0|2|2|3
3/21/2020|ID-BT|Banten|0|0|2|-2|6|13|155
3/21/2020|ID-JK|DKI Jakarta|8|3|6|-1|81|41|91
3/21/2020|ID-YO|Daerah Istimewa Yogyakarta|0|0|0|0|2|0|3
3/21/2020|IDN|Indonesia|81|6|3|72|450|38|20
3/21/2020|ID-JA|Jambi|0|0|0|0|1|0|4
3/21/2020|ID-JB|Jawa Barat|5|0|0|5|50|8|68
3/21/2020|ID-JT|Jawa Tengah|1|1|0|0|18|13|16
3/21/2020|ID-JI|Jawa Timur|9|1|0|8|39|34|337
3/21/2020|ID-KI|Kalimantan Timur|0|0|0|0|7|0|3
3/21/2020|ID-KR|Kepulauan Riau|0|0|0|0|1|1|0
3/21/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/21/2020|ID-SN|Sulawesi Selatan|0|0|0|0|2|0|5
3/21/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/21/2020|ID-SU|Sumatera Utara|0|0|0|0|1|1|10
3/22/2020|ID-BA|Bali|0|0|0|0|2|2|3
3/22/2020|ID-BT|Banten|0|2|0|-2|6|15|155
3/22/2020|ID-JK|DKI Jakarta|2|0|3|-1|83|41|94
3/22/2020|ID-YO|Daerah Istimewa Yogyakarta|0|0|0|0|2|0|3
3/22/2020|IDN|Indonesia|64|10|9|45|514|48|29
3/22/2020|ID-JA|Jambi|0|0|0|0|1|0|4
3/22/2020|ID-JB|Jawa Barat|3|3|1|-1|53|11|69
3/22/2020|ID-JT|Jawa Tengah|1|0|1|0|19|13|17
3/22/2020|ID-JI|Jawa Timur|14|0|0|14|53|34|337
3/22/2020|ID-KI|Kalimantan Timur|0|0|0|0|7|0|3
3/22/2020|ID-KR|Kepulauan Riau|0|0|0|0|1|1|0
3/22/2020|ID-MA|Maluku|1|0|0|1|1|1|1
3/22/2020|ID-PA|Papua|2|0|0|2|2|1|2
3/22/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/22/2020|ID-SN|Sulawesi Selatan|0|0|0|0|2|0|5
3/22/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/22/2020|ID-SU|Sumatera Utara|0|0|0|0|1|1|10
3/23/2020|ID-BA|Bali|0|0|0|0|2|2|3
3/23/2020|ID-BT|Banten|0|2|3|-5|6|17|158
3/23/2020|ID-JK|DKI Jakarta|0|0|0|0|83|41|94
3/23/2020|ID-YO|Daerah Istimewa Yogyakarta|0|1|0|-1|2|1|3
3/23/2020|IDN|Indonesia|65|1|1|63|579|49|30
3/23/2020|ID-JA|Jambi|0|0|0|0|1|0|4
3/23/2020|ID-JB|Jawa Barat|6|4|0|2|59|15|69
3/23/2020|ID-JT|Jawa Tengah|3|0|0|3|22|13|17
3/23/2020|ID-JI|Jawa Timur|2|1|0|1|55|35|337
3/23/2020|ID-KI|Kalimantan Timur|1|0|0|1|8|0|3
3/23/2020|ID-KR|Kepulauan Riau|0|0|0|0|1|1|0
3/23/2020|ID-MA|Maluku|0|0|0|0|1|1|1
3/23/2020|ID-MU|Maluku Utara|1|0|0|1|1|0|0
3/23/2020|ID-PA|Papua|0|0|0|0|2|1|2
3/23/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/23/2020|ID-SN|Sulawesi Selatan|0|1|0|-1|2|1|5
3/23/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/23/2020|ID-SS|Sumatera Selatan|1|2|0|-1|1|2|1
3/23/2020|ID-SU|Sumatera Utara|0|0|0|0|1|1|10
3/24/2020|ID-BA|Bali|0|0|0|0|2|2|3
3/24/2020|ID-BT|Banten|0|1|3|-4|6|18|161
3/24/2020|ID-JK|DKI Jakarta|16|19|3|-6|99|60|97
3/24/2020|ID-YO|Daerah Istimewa Yogyakarta|0|0|0|0|2|1|3
3/24/2020|IDN|Indonesia|106|6|0|100|685|55|30
3/24/2020|ID-JA|Jambi|0|0|0|0|1|0|4
3/24/2020|ID-JB|Jawa Barat|2|2|2|-2|61|17|71
3/24/2020|ID-JT|Jawa Tengah|3|1|1|1|25|14|18
3/24/2020|ID-JI|Jawa Timur|3|1|0|2|58|36|337
3/24/2020|ID-KI|Kalimantan Timur|0|0|0|0|8|0|3
3/24/2020|ID-KR|Kepulauan Riau|0|0|0|0|1|1|0
3/24/2020|ID-MA|Maluku|0|0|0|0|1|1|1
3/24/2020|ID-MU|Maluku Utara|0|0|0|0|1|0|0
3/24/2020|ID-PA|Papua|0|0|0|0|2|1|2
3/24/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/24/2020|ID-SN|Sulawesi Selatan|2|0|0|2|4|1|5
3/24/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/24/2020|ID-SS|Sumatera Selatan|0|0|0|0|1|2|1
3/24/2020|ID-SU|Sumatera Utara|0|0|0|0|1|1|10
3/25/2020|ID-BA|Bali|0|0|0|0|2|2|3
3/25/2020|ID-BT|Banten|0|1|3|-4|6|19|164
3/25/2020|ID-JK|DKI Jakarta|1|1|0|0|100|61|97
3/25/2020|ID-YO|Daerah Istimewa Yogyakarta|1|1|0|0|3|2|3
3/25/2020|IDN|Indonesia|105|3|1|101|790|58|31
3/25/2020|ID-JA|Jambi|0|0|0|0|1|0|4
3/25/2020|ID-JB|Jawa Barat|5|0|1|4|66|17|72
3/25/2020|ID-JT|Jawa Tengah|23|1|1|21|48|15|19
3/25/2020|ID-JI|Jawa Timur|9|0|1|8|67|36|338
3/25/2020|ID-KI|Kalimantan Timur|0|0|0|0|8|0|3
3/25/2020|ID-KR|Kepulauan Riau|0|0|0|0|1|1|0
3/25/2020|ID-MA|Maluku|0|0|0|0|1|1|1
3/25/2020|ID-MU|Maluku Utara|0|0|0|0|1|0|0
3/25/2020|ID-PA|Papua|0|0|0|0|2|1|2
3/25/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/25/2020|ID-SN|Sulawesi Selatan|9|0|0|9|13|1|5
3/25/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/25/2020|ID-SS|Sumatera Selatan|0|0|0|0|1|2|1
3/25/2020|ID-SU|Sumatera Utara|0|0|0|0|1|1|10
3/26/2020|ID-AC|Aceh|1|0|0|1|1|0|1
3/26/2020|ID-BA|Bali|0|0|0|0|2|2|3
3/26/2020|ID-BT|Banten|0|0|4|-4|6|19|168
3/26/2020|ID-JK|DKI Jakarta|57|2|0|55|157|63|97
3/26/2020|ID-YO|Daerah Istimewa Yogyakarta|0|0|0|0|3|2|3
3/26/2020|IDN|Indonesia|103|20|4|79|893|78|35
3/26/2020|ID-JA|Jambi|0|0|0|0|1|0|4
3/26/2020|ID-JB|Jawa Barat|5|1|0|4|71|18|72
3/26/2020|ID-JT|Jawa Tengah|4|0|1|3|52|15|20
3/26/2020|ID-JI|Jawa Timur|13|1|0|12|80|37|338
3/26/2020|ID-KT|Kalimantan Tengah|2|0|0|2|2|2|39
3/26/2020|ID-KI|Kalimantan Timur|0|0|0|0|8|0|3
3/26/2020|ID-KR|Kepulauan Riau|0|0|0|0|1|1|0
3/26/2020|ID-LA|Lampung|2|0|0|2|2|0|0
3/26/2020|ID-MA|Maluku|0|0|0|0|1|1|1
3/26/2020|ID-MU|Maluku Utara|0|0|0|0|1|0|0
3/26/2020|ID-PA|Papua|4|0|0|4|6|1|2
3/26/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/26/2020|ID-SN|Sulawesi Selatan|14|0|0|14|27|1|5
3/26/2020|ID-ST|Sulawesi Tengah|1|0|0|1|1|0|0
3/26/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/26/2020|ID-SA|Sulawesi Utara|1|0|1|0|1|1|5
3/26/2020|ID-SB|Sumatera Barat|3|0|0|3|3|0|1
3/26/2020|ID-SS|Sumatera Selatan|0|0|0|0|1|2|1
3/26/2020|ID-SU|Sumatera Utara|0|0|0|0|1|1|10
3/27/2020|ID-AC|Aceh|3|0|0|3|4|0|1
3/27/2020|ID-BA|Bali|0|0|0|0|2|2|3
3/27/2020|ID-BT|Banten|25|2|3|20|31|21|171
3/27/2020|ID-JK|DKI Jakarta|74|7|6|61|231|70|103
3/27/2020|ID-YO|Daerah Istimewa Yogyakarta|1|0|0|1|4|2|3
3/27/2020|IDN|Indonesia|153|9|11|133|1046|87|46
3/27/2020|ID-JA|Jambi|0|0|0|0|1|0|4
3/27/2020|ID-JB|Jawa Barat|16|3|1|12|87|21|73
3/27/2020|ID-JT|Jawa Tengah|8|1|1|6|60|16|21
3/27/2020|ID-JI|Jawa Timur|3|1|0|2|83|38|338
3/27/2020|ID-KT|Kalimantan Tengah|0|0|0|0|2|2|39
3/27/2020|ID-KI|Kalimantan Timur|0|0|0|0|8|0|3
3/27/2020|ID-KR|Kepulauan Riau|0|0|0|0|1|1|0
3/27/2020|ID-LA|Lampung|1|0|0|1|3|0|0
3/27/2020|ID-MA|Maluku|0|0|0|0|1|1|1
3/27/2020|ID-MU|Maluku Utara|0|0|0|0|1|0|0
3/27/2020|ID-PA|Papua|0|0|0|0|6|1|2
3/27/2020|ID-PB|Papua Barat|2|0|0|2|2|1|1
3/27/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/27/2020|ID-SN|Sulawesi Selatan|2|0|0|2|29|1|5
3/27/2020|ID-ST|Sulawesi Tengah|0|0|0|0|1|0|0
3/27/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/27/2020|ID-SA|Sulawesi Utara|0|0|0|0|1|1|5
3/27/2020|ID-SB|Sumatera Barat|2|0|0|2|5|0|1
3/27/2020|ID-SS|Sumatera Selatan|0|0|0|0|1|2|1
3/27/2020|ID-SU|Sumatera Utara|0|1|0|-1|1|2|10
3/28/2020|ID-AC|Aceh|1|0|0|1|5|0|1
3/28/2020|ID-BA|Bali|0|0|0|0|2|2|3
3/28/2020|ID-BT|Banten|10|2|7|1|41|23|178
3/28/2020|ID-JK|DKI Jakarta|48|9|9|30|279|79|112
3/28/2020|ID-YO|Daerah Istimewa Yogyakarta|0|0|0|0|4|2|3
3/28/2020|IDN|Indonesia|109|15|13|81|1155|102|59
3/28/2020|ID-JA|Jambi|0|0|0|0|1|0|4
3/28/2020|ID-JB|Jawa Barat|19|3|1|15|106|24|74
3/28/2020|ID-JT|Jawa Tengah|15|2|2|11|75|18|23
3/28/2020|ID-JI|Jawa Timur|14|2|2|10|97|40|340
3/28/2020|ID-KT|Kalimantan Tengah|1|0|0|1|3|2|39
3/28/2020|ID-KI|Kalimantan Timur|5|0|0|5|13|0|3
3/28/2020|ID-KU|Kalimantan Utara|2|0|0|2|2|0|0
3/28/2020|ID-KR|Kepulauan Riau|1|0|2|-1|2|1|2
3/28/2020|ID-LA|Lampung|0|0|0|0|3|0|0
3/28/2020|ID-MA|Maluku|0|0|0|0|1|1|1
3/28/2020|ID-MU|Maluku Utara|0|0|0|0|1|0|0
3/28/2020|ID-PA|Papua|0|0|0|0|6|1|2
3/28/2020|ID-PB|Papua Barat|0|0|0|0|2|1|1
3/28/2020|ID-RI|Riau|0|0|0|0|1|0|1
3/28/2020|ID-SR|Sulawesi Barat|1|0|0|1|1|0|0
3/28/2020|ID-SN|Sulawesi Selatan|3|0|0|3|32|1|5
3/28/2020|ID-ST|Sulawesi Tengah|1|0|0|1|2|0|0
3/28/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/28/2020|ID-SA|Sulawesi Utara|0|0|0|0|1|1|5
3/28/2020|ID-SB|Sumatera Barat|0|0|0|0|5|0|1
3/28/2020|ID-SS|Sumatera Selatan|1|0|0|1|2|2|1
3/28/2020|ID-SU|Sumatera Utara|0|0|0|0|1|2|10
3/29/2020|ID-AC|Aceh|0|0|0|0|5|0|1
3/29/2020|ID-BA|Bali|1|0|0|1|3|2|3
3/29/2020|ID-BT|Banten|2|2|2|-2|43|25|180
3/29/2020|ID-JK|DKI Jakarta|52|10|0|42|331|89|112
3/29/2020|ID-YO|Daerah Istimewa Yogyakarta|0|0|0|0|4|2|3
3/29/2020|IDN|Indonesia|130|12|5|113|1285|114|64
3/29/2020|ID-JA|Jambi|0|0|0|0|1|0|4
3/29/2020|ID-JB|Jawa Barat|27|3|3|21|133|27|77
3/29/2020|ID-JT|Jawa Tengah|11|3|0|8|86|21|23
3/29/2020|ID-JI|Jawa Timur|12|1|28|-17|109|41|368
3/29/2020|ID-KB|Kalimantan Barat|7|0|2|5|7|2|3
3/29/2020|ID-KT|Kalimantan Tengah|0|0|0|0|3|2|39
3/29/2020|ID-KI|Kalimantan Timur|0|0|0|0|13|0|3
3/29/2020|ID-KU|Kalimantan Utara|0|0|0|0|2|0|0
3/29/2020|ID-KR|Kepulauan Riau|0|0|0|0|2|1|2
3/29/2020|ID-LA|Lampung|0|0|0|0|3|0|0
3/29/2020|ID-MA|Maluku|0|0|0|0|1|1|1
3/29/2020|ID-MU|Maluku Utara|0|0|0|0|1|0|0
3/29/2020|ID-PA|Papua|2|0|0|2|8|1|2
3/29/2020|ID-PB|Papua Barat|0|0|0|0|2|1|1
3/29/2020|ID-RI|Riau|1|0|0|1|2|0|1
3/29/2020|ID-SR|Sulawesi Barat|0|0|0|0|1|0|0
3/29/2020|ID-SN|Sulawesi Selatan|15|0|0|15|47|1|5
3/29/2020|ID-ST|Sulawesi Tengah|0|0|0|0|2|0|0
3/29/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/29/2020|ID-SA|Sulawesi Utara|0|0|0|0|1|1|5
3/29/2020|ID-SB|Sumatera Barat|0|0|0|0|5|0|1
3/29/2020|ID-SS|Sumatera Selatan|0|0|0|0|2|2|1
3/29/2020|ID-SU|Sumatera Utara|0|0|0|0|1|2|10
3/30/2020|ID-AC|Aceh|0|0|0|0|5|0|1
3/30/2020|ID-BA|Bali|9|0|0|9|12|2|3
3/30/2020|ID-BT|Banten|22|0|3|19|65|25|183
3/30/2020|ID-JK|DKI Jakarta|33|7|0|26|364|96|112
3/30/2020|ID-YO|Daerah Istimewa Yogyakarta|2|0|1|1|6|2|4
3/30/2020|IDN|Indonesia|129|8|11|110|1414|122|75
3/30/2020|ID-JA|Jambi|1|0|0|1|2|0|4
3/30/2020|ID-JB|Jawa Barat|19|3|5|11|152|30|82
3/30/2020|ID-JT|Jawa Tengah|17|1|1|15|103|22|24
3/30/2020|ID-JI|Jawa Timur|7|2|0|5|116|43|368
3/30/2020|ID-KB|Kalimantan Barat|1|0|0|1|8|2|3
3/30/2020|ID-KS|Kalimantan Selatan|5|0|0|5|5|0|0
3/30/2020|ID-KT|Kalimantan Tengah|0|0|0|0|3|2|39
3/30/2020|ID-KI|Kalimantan Timur|0|0|0|0|13|0|3
3/30/2020|ID-KU|Kalimantan Utara|0|0|0|0|2|0|0
3/30/2020|ID-BB|Kepulauan Bangka Belitung|1|0|0|1|1|0|0
3/30/2020|ID-KR|Kepulauan Riau|2|2|0|0|4|3|2
3/30/2020|ID-LA|Lampung|4|1|0|3|7|1|0
3/30/2020|ID-MA|Maluku|0|0|0|0|1|1|1
3/30/2020|ID-MU|Maluku Utara|0|0|0|0|1|0|0
3/30/2020|ID-PA|Papua|0|0|0|0|8|1|2
3/30/2020|ID-PB|Papua Barat|0|0|0|0|2|1|1
3/30/2020|ID-RI|Riau|1|0|0|1|3|0|1
3/30/2020|ID-SR|Sulawesi Barat|0|0|0|0|1|0|0
3/30/2020|ID-SN|Sulawesi Selatan|4|2|0|2|51|3|5
3/30/2020|ID-ST|Sulawesi Tengah|0|0|0|0|2|0|0
3/30/2020|ID-SG|Sulawesi Tenggara|0|0|0|0|3|0|0
3/30/2020|ID-SA|Sulawesi Utara|0|0|0|0|1|1|5
3/30/2020|ID-SB|Sumatera Barat|3|0|0|3|8|0|1
3/30/2020|ID-SS|Sumatera Selatan|0|0|0|0|2|2|1
3/30/2020|ID-SU|Sumatera Utara|6|0|0|6|7|2|10
3/31/2020|ID-AC|Aceh|0|0|0|0|5|0|1
3/31/2020|ID-BA|Bali|0|0|1|-1|12|2|4
3/31/2020|ID-BT|Banten|14|2|1|11|79|27|184
3/31/2020|ID-BE|Bengkulu|1|1|0|0|1|1|0
3/31/2020|ID-JK|DKI Jakarta|44|10|0|34|408|106|112
3/31/2020|ID-YO|Daerah Istimewa Yogyakarta|5|0|0|5|11|2|4
3/31/2020|IDN|Indonesia|114|14|6|94|1528|136|81
3/31/2020|ID-JA|Jambi|0|0|0|0|2|0|4
3/31/2020|ID-JB|Jawa Barat|7|0|3|4|159|30|85
3/31/2020|ID-JT|Jawa Tengah|15|2|0|13|118|24|24
3/31/2020|ID-JI|Jawa Timur|1|0|0|1|117|43|368
3/31/2020|ID-KB|Kalimantan Barat|0|0|0|0|8|2|3
3/31/2020|ID-KS|Kalimantan Selatan|2|0|0|2|7|0|0
3/31/2020|ID-KT|Kalimantan Tengah|4|0|2|2|7|2|41
3/31/2020|ID-KI|Kalimantan Timur|3|1|0|2|16|1|3
3/31/2020|ID-KU|Kalimantan Utara|0|0|0|0|2|0|0
3/31/2020|ID-BB|Kepulauan Bangka Belitung|1|1|0|0|2|1|0
3/31/2020|ID-KR|Kepulauan Riau|1|0|0|1|5|3|2
3/31/2020|ID-LA|Lampung|0|1|0|-1|7|2|0
3/31/2020|ID-MA|Maluku|0|0|0|0|1|1|1
3/31/2020|ID-MU|Maluku Utara|0|0|0|0|1|0|0
3/31/2020|ID-NB|Nusa Tenggara Barat|2|0|0|2|2|0|0
